configuration_index,degree,lowpass_hz,n_delays,delay_samples,smooth_window_samples,alpha,trial_id,completed,failure_reason,reached_horizon_s,trajectory_rmse,x0_correlation,max_amplitude_ratio,collapse_std_ratio,psd_similarity,distribution_ks
101,3,35.0,8,1,5,0.05,4,False,integration error: simulation exceeded 60 wall-clock seconds,0.5910029114436682,nan,nan,nan,nan,nan,nan
101,3,35.0,8,1,5,0.0,4,False,integration error: simulation exceeded 60 wall-clock seconds,1.279185971509366,nan,nan,nan,nan,nan,nan
101,3,35.0,8,1,5,0.05,1088,False,integration error: simulation exceeded 60 wall-clock seconds,0.35417199656349835,nan,nan,nan,nan,nan,nan
101,3,35.0,8,1,5,0.0,1088,False,integration error: simulation exceeded 60 wall-clock seconds,1.258954883927523,nan,nan,nan,nan,nan,nan
101,3,35.0,8,1,5,0.05,622,False,integration error: simulation exceeded 60 wall-clock seconds,0.566414875089906,nan,nan,nan,nan,nan,nan
101,3,35.0,8,1,5,0.0,622,False,integration error: simulation exceeded 60 wall-clock seconds,1.1767950006351569,nan,nan,nan,nan,nan,nan
101,3,35.0,8,1,5,0.05,620,False,integration error: simulation exceeded 60 wall-clock seconds,0.9477605226602748,nan,nan,nan,nan,nan,nan
101,3,35.0,8,1,5,0.0,620,False,integration error: simulation exceeded 60 wall-clock seconds,1.1312017611262875,nan,nan,nan,nan,nan,nan
101,3,35.0,8,1,5,0.05,2,False,integration error: simulation exceeded 60 wall-clock seconds,0.09749382620853315,nan,nan,nan,nan,nan,nan
101,3,35.0,8,1,5,0.0,2,False,integration error: simulation exceeded 60 wall-clock seconds,1.3647992979645234,nan,nan,nan,nan,nan,nan
101,3,35.0,8,1,5,0.05,3,False,integration error: simulation exceeded 60 wall-clock seconds,0.22288836452914146,nan,nan,nan,nan,nan,nan
101,3,35.0,8,1,5,0.0,3,False,integration error: simulation exceeded 60 wall-clock seconds,1.2514886509126943,nan,nan,nan,nan,nan,nan
101,3,35.0,8,1,5,0.05,1244,False,integration error: simulation exceeded 60 wall-clock seconds,0.12761880743576084,nan,nan,nan,nan,nan,nan
101,3,35.0,8,1,5,0.0,1244,False,integration error: simulation exceeded 60 wall-clock seconds,1.028553771707936,nan,nan,nan,nan,nan,nan
101,3,35.0,8,1,5,0.05,778,False,integration error: simulation exceeded 60 wall-clock seconds,0.39881760144354417,nan,nan,nan,nan,nan,nan
101,3,35.0,8,1,5,0.0,778,False,integration error: simulation exceeded 60 wall-clock seconds,1.2297307292775015,nan,nan,nan,nan,nan,nan
101,3,35.0,8,1,5,0.05,312,False,integration error: simulation exceeded 60 wall-clock seconds,1.015779356446431,nan,nan,nan,nan,nan,nan
101,3,35.0,8,1,5,0.0,312,False,integration error: simulation exceeded 60 wall-clock seconds,1.4727132797775078,nan,nan,nan,nan,nan,nan
